target_type	target_id	image_url	alt	credit	licence	source_tsv
event	BAR0063	https://ugc.zenchef.com/uploaded-files/370268/events/creating/MxClDekjuGYOzF3Z49P23PVZbOY3gFcumHNA6a88.png	Ashes — The Place to Beer	The Place to Beer (theplace2beer.com / Zenchef)	all-rights-reserved	bar_l189_l190_fill.tsv
event	BAR0064	https://ugc.zenchef.com/uploaded-files/370268/events/creating/m98vf4Qo3Bl2hHCHYbmSxJHSTi9gCGUNaxwIynQM.png	Soltice Jazz — The Place to Beer	The Place to Beer (theplace2beer.com / Zenchef)	all-rights-reserved	bar_l189_l190_fill.tsv
event	BAR0065	https://ugc.zenchef.com/uploaded-files/370268/events/creating/38oCenoFNgHo4s6B25mGd81YonhgGfLgIS982anv.png	Véro 2.0 — The Place to Beer	The Place to Beer (theplace2beer.com / Zenchef)	all-rights-reserved	bar_l189_l190_fill.tsv
event	BAR0066	https://ugc.zenchef.com/uploaded-files/370268/events/creating/J1K673HFADGgH8kbkBNAuaHzxzQe7mRO2ATrfLlf.webp	Groovin Soul — The Place to Beer	The Place to Beer (theplace2beer.com / Zenchef)	all-rights-reserved	bar_l189_l190_fill.tsv
event	BAR0068	https://legrenier.cafe/wp-content/uploads/2024/01/web_prog_jamjazz0224.jpg	Jam Jazz — Le Grenier	Le Grenier (legrenier.cafe)	Droits réservés — usage éditorial source lieu	bar_l211_grenier_fill.tsv
programme	BARP0068	https://legrenier.cafe/wp-content/uploads/2024/01/web_prog_jamjazz0224.jpg	Jam Jazz — Le Grenier	Le Grenier (legrenier.cafe)	Droits réservés — usage éditorial source lieu	bar_l211_grenier_fill.tsv
event	BAR0069	https://legrenier.cafe/wp-content/uploads/2026/07/karoke_infolettre.jpg	Karaoké, Plage ! — Le Grenier	Le Grenier (legrenier.cafe)	Droits réservés — usage éditorial source lieu	bar_l211_grenier_fill.tsv
programme	BARP0069	https://legrenier.cafe/wp-content/uploads/2026/07/karoke_infolettre.jpg	Karaoké, Plage ! — Le Grenier	Le Grenier (legrenier.cafe)	Droits réservés — usage éditorial source lieu	bar_l211_grenier_fill.tsv
event	E9102	https://legrenier.cafe/wp-content/uploads/2026/03/jam-irland.jpg	Jam Irlande — Le Grenier	Le Grenier (legrenier.cafe)	Droits réservés — usage éditorial source lieu	bar_l211_grenier_fill.tsv
programme	P9334	https://legrenier.cafe/wp-content/uploads/2026/03/jam-irland.jpg	Jam Irlande — Le Grenier	Le Grenier (legrenier.cafe)	Droits réservés — usage éditorial source lieu	bar_l211_grenier_fill.tsv
event	BAR0008	https://cafe-maison-blanche.com/wp-content/uploads/2026/08/publication_instagram_1080x1350.jpg	Ron Maloya / Jam sega — Café Maison Blanche	Café Maison Blanche (cafe-maison-blanche.com)	Droits réservés — usage éditorial source lieu	bar_venues_fill.tsv
programme	BARP0008	https://cafe-maison-blanche.com/wp-content/uploads/2026/08/publication_instagram_1080x1350.jpg	Ron Maloya / Jam sega — Café Maison Blanche	Café Maison Blanche (cafe-maison-blanche.com)	Droits réservés — usage éditorial source lieu	bar_venues_fill.tsv
event	E002	https://metropole.toulouse.fr/sites/toulouse-fr/files/2025-05/772x460-ebdl-actu.jpg	Un été au bord du lac Reynerie	Toulouse Métropole (metropole.toulouse.fr)	Droits réservés — usage éditorial source lieu	batch1_images.tsv
event	E004b	https://www.halledelamachine.fr/wp-content/uploads/2026/06/image-paysage-affiche-hdl-2026-scaled.jpeg	Halle Day Long / Aéroflorale II — Halle de la Machine	Halle de la Machine (halledelamachine.fr)	Droits réservés — usage éditorial source lieu	batch1_images.tsv
event	E325	https://www.grand-rond.org/userfiles/bandeau-site-26-278.jpg	Réouverture billetterie — Théâtre du Grand Rond	Théâtre du Grand Rond (grand-rond.org)	Droits réservés — usage éditorial source lieu	batch2_images.tsv
event	E350	https://www.theatredelaviolette.com/visuels/225-aff-%C3%A0%20l27%C3%A9cole_zo%C3%A9_page-0001.jpg	À l’école Zoé ! — Théâtre de la Violette	Théâtre de la Violette (theatredelaviolette.com)	Droits réservés — usage éditorial source lieu	batch3_images.tsv
event	E013	https://www.lesabattoirs.org/wp-content/uploads/2021/08/activites-jp-1000x0-c-default.jpeg	Stage enfants vacances d’été — Les Abattoirs	Les Abattoirs (lesabattoirs.org)	Droits réservés — usage éditorial source lieu	batch3_images.tsv
event	E390	https://www.cave-poesie.com/wp-content/uploads/2026/06/site-web-6.jpg	EN BAL ET VOUS ! — Astor et la Patronne — Cave Poésie René-Gouzenne	Cave Poésie René-Gouzenne (cave-poesie.com)	Droits réservés — usage éditorial source lieu	batch4_images.tsv
event	E494	https://www.lephemereguinguette.com/wp-content/uploads/2026/05/36A90C14-38C7-491E-A04E-04A4FED2D61B_4_5005_c.jpeg	Tu Luz Habana — musique cubaine / salsa — L’Éphémère (Lacroix-Falgarde)	L'Éphémère Guinguette (lephemereguinguette.com)	Droits réservés — usage éditorial source lieu	batch5_images.tsv
programme	P1894	https://racines-guinguette.fr/wp-content/uploads/2026/05/soleil_racines_food.png	Racines — saison Port Viguerie	Racines Guinguette (racines-guinguette.fr)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1895	https://images.squarespace-cdn.com/content/v1/68120ea55a49f0360b3721e3/1b0478fe-9944-41d2-93c6-75937dcfc11b/DSC00042.jpg?format=1500w	La Centrale — saison Île du Ramier	La Centrale (lacentralerestaurant.fr / Squarespace CDN)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1896	https://lesjardinsdecandie.com/wp-content/uploads/2024/05/Groupe-93-1.png	Les Jardins de Candie — saison guinguette	Les Jardins de Candie (lesjardinsdecandie.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1897	https://iris-guinguette.vercel.app/images/TABLE3.webp	Iris Guinguette — Jardin Michelet	Iris Guinguette (iris-guinguette.vercel.app)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1898	https://turbine-bazacle.fr/wp-content/uploads/2022/05/turbine-bazacle.jpg	Turbine Bazacle — saison terrasse	Turbine Bazacle (turbine-bazacle.fr)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1891	https://lescanotiers.fr/wp-content/uploads/2025/07/35c80dc8-9c4e-4d73-b48d-e10326da64ac.jpg	Les Canotiers — saison Quai de Tounis (terrasse et Pont Neuf)	Les Canotiers (lescanotiers.fr)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1892	https://www.museaumusette.fr/i/museau-musette/3/5/8/1/5/2/1/5/3/2/4/7/4/1727351699_395/7729ebc4d961d1446e6276c00551fc95.small_original.jpg	Museau Musette — Canal du Midi	Museau Musette (museaumusette.fr / Zenchef)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1893	https://chezmollycoteguinguette.fr/wp-content/uploads/Repas-de-groupe-Chez-Molly-Guinguette-Toulouse-Montaudran-scaled-e1719496384374.jpg	Chez Molly Côté Guinguette — Montaudran	Chez Molly Côté Guinguette (chezmollycoteguinguette.fr)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1899	https://lepetitlu-guinguette.fr/wp-content/uploads/2026/05/P1788526_14_11zon-scaled-1.webp	Le Petit L’U — saison guinguette L’Union	Le Petit L’U (lepetitlu-guinguette.fr)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1918	https://static.wixstatic.com/media/fe15f3_c0101df92e4a4b39890c6119e8c919ae~mv2.jpg	Guinguette de Tournefeuille	Guinguette de Tournefeuille (guinguettetournefeuille.fr / Wix)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1900	https://www.brasseur-toulousain.fr/wp-content/uploads/2024/03/PHOTO_GUINGUETTE_2-1024x941.jpeg	Guinguette du BBT — Cornebarrieu	Brasseur Toulousain (brasseur-toulousain.fr)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1901	https://lesjardinsdecandie.com/wp-content/uploads/2024/05/Groupe-93-1.png	Les Jardins de Candie — saison guinguette	Les Jardins de Candie (lesjardinsdecandie.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P0185	https://monuments.toulouse.fr/wp-content/uploads/sites/14/2026/06/image00001-1-scaled.jpeg	Saison musicale Chapelle des Carmélites	Monuments de Toulouse (monuments.toulouse.fr)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1902	https://lesjardinsdecandie.com/wp-content/uploads/2024/05/Groupe-93-1.png	Les Jardins de Candie — saison guinguette	Les Jardins de Candie (lesjardinsdecandie.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P0186	https://monuments.toulouse.fr/wp-content/uploads/sites/14/2026/06/image00001-1-scaled.jpeg	Saison musicale Chapelle des Carmélites	Monuments de Toulouse (monuments.toulouse.fr)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1903	https://lesjardinsdecandie.com/wp-content/uploads/2024/05/Groupe-93-1.png	Les Jardins de Candie — saison guinguette	Les Jardins de Candie (lesjardinsdecandie.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P0187	https://monuments.toulouse.fr/wp-content/uploads/sites/14/2026/06/image00001-1-scaled.jpeg	Saison musicale Chapelle des Carmélites	Monuments de Toulouse (monuments.toulouse.fr)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1904	https://lesjardinsdecandie.com/wp-content/uploads/2024/05/Groupe-93-1.png	Les Jardins de Candie — saison guinguette	Les Jardins de Candie (lesjardinsdecandie.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1427	https://www.theatredelaviolette.com/visuels/441-aff-LA%20bulle%20new%20logo.jpg	La Bulle — Théâtre de la Violette	Théâtre de la Violette (theatredelaviolette.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1428	https://www.theatredelaviolette.com/visuels/441-aff-LA%20bulle%20new%20logo.jpg	La Bulle — Théâtre de la Violette	Théâtre de la Violette (theatredelaviolette.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1429	https://www.theatredelaviolette.com/visuels/441-aff-LA%20bulle%20new%20logo.jpg	La Bulle — Théâtre de la Violette	Théâtre de la Violette (theatredelaviolette.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1430	https://www.theatredelaviolette.com/visuels/441-aff-LA%20bulle%20new%20logo.jpg	La Bulle — Théâtre de la Violette	Théâtre de la Violette (theatredelaviolette.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1431	https://www.theatredelaviolette.com/visuels/441-aff-LA%20bulle%20new%20logo.jpg	La Bulle — Théâtre de la Violette	Théâtre de la Violette (theatredelaviolette.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1432	https://www.theatredelaviolette.com/visuels/441-aff-LA%20bulle%20new%20logo.jpg	La Bulle — Théâtre de la Violette	Théâtre de la Violette (theatredelaviolette.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1433	https://www.theatredelaviolette.com/visuels/441-aff-LA%20bulle%20new%20logo.jpg	La Bulle — Théâtre de la Violette	Théâtre de la Violette (theatredelaviolette.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1434	https://www.theatredelaviolette.com/visuels/441-aff-LA%20bulle%20new%20logo.jpg	La Bulle — Théâtre de la Violette	Théâtre de la Violette (theatredelaviolette.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1435	https://www.theatredelaviolette.com/visuels/441-aff-LA%20bulle%20new%20logo.jpg	La Bulle — Théâtre de la Violette	Théâtre de la Violette (theatredelaviolette.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1905	https://lesjardinsdecandie.com/wp-content/uploads/2024/05/Groupe-93-1.png	Les Jardins de Candie — saison guinguette	Les Jardins de Candie (lesjardinsdecandie.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1436	https://www.theatredelaviolette.com/visuels/441-aff-LA%20bulle%20new%20logo.jpg	La Bulle — Théâtre de la Violette	Théâtre de la Violette (theatredelaviolette.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1437	https://www.theatredelaviolette.com/visuels/441-aff-LA%20bulle%20new%20logo.jpg	La Bulle — Théâtre de la Violette	Théâtre de la Violette (theatredelaviolette.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1438	https://www.theatredelaviolette.com/visuels/441-aff-LA%20bulle%20new%20logo.jpg	La Bulle — Théâtre de la Violette	Théâtre de la Violette (theatredelaviolette.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1906	https://lesjardinsdecandie.com/wp-content/uploads/2024/05/Groupe-93-1.png	Les Jardins de Candie — saison guinguette	Les Jardins de Candie (lesjardinsdecandie.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1439	https://www.theatredelaviolette.com/visuels/441-aff-LA%20bulle%20new%20logo.jpg	La Bulle — Théâtre de la Violette	Théâtre de la Violette (theatredelaviolette.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1440	https://www.theatredelaviolette.com/visuels/441-aff-LA%20bulle%20new%20logo.jpg	La Bulle — Théâtre de la Violette	Théâtre de la Violette (theatredelaviolette.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P1441	https://www.theatredelaviolette.com/visuels/441-aff-LA%20bulle%20new%20logo.jpg	La Bulle — Théâtre de la Violette	Théâtre de la Violette (theatredelaviolette.com)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P0260	https://www.le-taquin.fr/site/wp-content/uploads/2026/07/04-09-2026_SITE_VISUEL-Arthur-Guyard.png	LE TAQUIN FETE SES 10 ANS #1 — Le Taquin	Le Taquin (le-taquin.fr)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
programme	P0230	https://lemetronum.fr/wp-content/uploads/2026/07/DSC01423_FINAL-1-scaled.jpg	Juliette Magnevasoa — Concert sortie de résidence WMA — Le Metronum	Le Metronum (lemetronum.fr)	Droits réservés — usage éditorial source lieu	lundi_fill_reuse.tsv
